Year	TaxonKey	ID	IPrice_Mean	IPrice_CI	IPrice_N	IPrice_pval	MatchCode
2011	100047	2011:100047	6147.94852483306	896.916490645884	34	7.98815499383078e-08	TaxonKey:Match
2012	100047	2012:100047	5504.08393808634	804.768077735351	33	9.79131539298345e-08	TaxonKey:Match
2013	100047	2013:100047	6021.28991275265	742.544797952293	33	2.92535734862778e-09	TaxonKey:Match
2014	100047	2014:100047	6693.67555545454	689.256364193482	34	3.35294430911799e-11	TaxonKey:Match
2015	100047	2015:100047	7218.63039580923	752.067192914053	35	3.29727450434546e-11	TaxonKey:Match
2016	100047	2016:100047	7459.9895159379	851.353367272804	34	3.96816360527644e-10	TaxonKey:Match
2011	190195	2011:190195	2955.852664452	497.431278806331	29	2.13801747403386e-06	TaxonKey:Match
2012	190195	2012:190195	2662.92303999283	436.006670405893	31	1.03271353646323e-06	TaxonKey:Match
2013	190195	2013:190195	2481.74894322334	389.365275439156	30	5.742189533567e-07	TaxonKey:Match
2014	190195	2014:190195	2912.26552083963	480.47551811302	31	1.17513875803123e-06	TaxonKey:Match
2016	190195	2016:190195	3252.09985053299	542.282266714083	30	1.60568609219148e-06	TaxonKey:Match
2011	400332	2011:400332	8202.21254836709	1586.54836904058	14	0.000180317192153762	FamTGN:Match
2012	400332	2012:400332	7004.44701718074	1399.34459828283	13	0.00030646619401842	FamTGN:Match
2013	400332	2013:400332	5162.01859763126	1461.09376874667	24	0.0017790019894337	FamTGN:Match
2014	400332	2014:400332	8382.42671255151	2109.74713159885	10	0.00323897474943625	TaxonKey:Match
2015	400332	2015:400332	6227.80470903367	1603.00809466827	19	0.0010849099516322	FamTGN:Match
2016	400332	2016:400332	6330.66422354429	1627.80749119194	11	0.003014089942193	TaxonKey:Match
2011	500143	2011:500143	9195.97722327414	953.81800131295	34	4.00944264397905e-11	GenTGN:Match
2012	500143	2012:500143	9636.40124316401	1067.26250314844	34	1.95871938308257e-10	GenTGN:Match
2013	500143	2013:500143	10133.4063125748	1135.19281410637	33	3.37929311694081e-10	GenTGN:Match
2014	500143	2014:500143	9619.31465392684	1094.91462040194	34	3.73290161496913e-10	GenTGN:Match
2011	490038	2011:490038	13679.3218887427	1637.7598289769	32	1.95803974991813e-09	FamTGN:Match
2012	490038	2012:490038	12819.1257608948	1447.51409710675	31	7.15711960532284e-10	FamTGN:Match
2013	490038	2013:490038	13440.7626741457	1773.17428773224	32	1.51824087705374e-08	FamTGN:Match
2014	490038	2014:490038	11158.1740373315	1893.15215714771	34	1.31809443158523e-06	FamTGN:Match
2015	490038	2015:490038	15102.1308337932	1740.44705235987	34	4.98425297347878e-10	FamTGN:Match
2016	490038	2016:490038	16002.4263986813	1787.45094008294	34	2.39593462323633e-10	FamTGN:Match
2011	690273	2011:690273	12467.6661398619	1941.16985497379	18	6.3088121495409e-06	TaxonKey:Match
2012	690273	2012:690273	11258.1968646576	1669.95956986837	17	4.73448224624143e-06	TaxonKey:Match
2013	690273	2013:690273	11191.5027650553	2118.65754451406	17	7.43932231903546e-05	TaxonKey:Match
2014	690273	2014:690273	8269.282641326	2209.22884235853	19	0.00148877594752168	TaxonKey:Match
2015	690273	2015:690273	12088.96001633	1854.10251799577	19	3.95396153036099e-06	TaxonKey:Match
2016	690273	2016:690273	13472.2962019067	2180.3368940552	17	1.32346277159083e-05	TaxonKey:Match
2011	600850	2011:600850	6097.34618072566	1503.85324300833	12	0.00190098281768041	TaxonKey:Match
2012	600850	2012:600850	6150.89555594133	1618.04020576628	10	0.00420799918298426	TaxonKey:Match
2013	600850	2013:600850	4945.31419947021	847.815684593023	19	1.58939428826369e-05	FamTGN:Match
2014	600850	2014:600850	5084.6446453183	763.643245686477	19	3.01112072215599e-06	FamTGN:Match
2015	600850	2015:600850	5016.04682999098	730.828594001071	19	2.01993048070178e-06	FamTGN:Match
2016	600850	2016:600850	6468.32953034888	1604.61053426191	10	0.00296810198673112	TaxonKey:Match
2011	390007	2011:390007	4874.16639928025	284.707830266071	208	1.61953399844353e-41	ISSTGN:Match
2012	390007	2012:390007	4644.65433902149	290.232205689206	201	1.17814167339068e-37	ISSTGN:Match
2013	390007	2013:390007	4501.62189406066	327.031797639548	226	1.10853228795669e-31	ISSTGN:Match
2014	390007	2014:390007	4930.10293057992	328.59991424658	232	5.58172555797743e-36	ISSTGN:Match
2015	390007	2015:390007	4835.08077537737	293.117742052422	246	1.27372080740895e-41	ISSTGN:Match
2016	390007	2016:390007	5840.26493516891	338.048558469351	232	1.72108780343648e-43	ISSTGN:Match
2011	600108	2011:600108	4179.51428259156	280.704724156993	150	2.72353739746675e-31	FamTGN:Match
2012	600108	2012:600108	3216.1907727949	470.440033045756	151	1.9128452072412e-10	FamTGN:Match
2013	600108	2013:600108	3864.01936075461	333.255511612283	165	4.39516099570994e-23	FamTGN:Match
2014	600108	2014:600108	3645.52259229886	316.620461090153	160	1.07814523160456e-22	FamTGN:Match
2015	600108	2015:600108	3551.37502211927	345.121638818699	167	1.60906933389879e-19	FamTGN:Match
2016	600108	2016:600108	4456.87505430011	342.444794423864	174	1.94028699620603e-27	FamTGN:Match
2013	600718	2013:600718	2221.77400491102	125.94712900096	266	1.34152035325517e-46	ISSTGN:Match
2011	501145	2011:501145	7458.05588832649	873.92349268694	32	1.22317369688407e-09	GenTGN:Match
2012	501145	2012:501145	7034.92090236634	897.070622504138	30	1.19663984913257e-08	GenTGN:Match
2013	501145	2013:501145	6349.123718625	755.372711075646	33	1.32500367680106e-09	GenTGN:Match
2014	501145	2014:501145	5550.29512751115	784.998672483036	35	3.63888683700803e-08	GenTGN:Match
2015	501145	2015:501145	6033.19255854208	687.261383096934	38	1.41042641744121e-10	GenTGN:Match
2016	501145	2016:501145	5635.73983658155	760.667330611222	37	9.61647622189662e-09	GenTGN:Match
2011	600889	2011:600889	7458.05588832649	873.92349268694	32	1.22317369688407e-09	GenTGN:Match
2012	600889	2012:600889	7034.92090236634	897.070622504138	30	1.19663984913257e-08	GenTGN:Match
2013	600889	2013:600889	6349.123718625	755.372711075646	33	1.32500367680106e-09	GenTGN:Match
2014	600889	2014:600889	5550.29512751115	784.998672483036	35	3.63888683700803e-08	GenTGN:Match
2015	600889	2015:600889	4288.32242381029	720.245212867032	11	0.000140491097556811	TaxonKey:Match
2016	600889	2016:600889	4482.05663791998	610.208209471795	11	2.46767014478967e-05	TaxonKey:Match
2011	600890	2011:600890	7992.28512738628	1925.97864784053	12	0.0016172006189588	TaxonKey:Match
2012	600890	2012:600890	7727.90431716828	2085.2577772035	11	0.00406824404182271	TaxonKey:Match
2013	600890	2013:600890	6557.67319226764	1768.54746395497	12	0.00345350063744164	TaxonKey:Match
2014	600890	2014:600890	4849.60477882257	1668.40994342441	13	0.0131609508710352	TaxonKey:Match
2015	600890	2015:600890	7635.16876201936	1620.14091894561	14	0.000405839469628288	TaxonKey:Match
2016	600890	2016:600890	7542.8192052876	1972.5068316324	14	0.00210910610286296	TaxonKey:Match
2011	600893	2011:600893	7988.31391587001	1002.91565746303	11	1.22344856530116e-05	TaxonKey:Match
2012	600893	2012:600893	8097.95010890092	1440.6345877234	10	0.000325374784060762	TaxonKey:Match
2013	600893	2013:600893	8067.07946901633	1231.44565301178	10	0.000105061437207429	TaxonKey:Match
2014	600893	2014:600893	7891.84010912875	1075.9836652059	10	4.39922406907398e-05	TaxonKey:Match
2015	600893	2015:600893	7659.42597222656	982.565305353145	10	2.72104378941226e-05	TaxonKey:Match
2016	600893	2016:600893	5648.69011498618	1538.83584070021	10	0.00514879987845058	TaxonKey:Match
2011	500903	2011:500903	14239.9170105957	2455.53339008581	17	2.71494108647337e-05	GenTGN:Match
2012	500903	2012:500903	13459.5478374798	2432.62245028571	16	5.7403270591218e-05	GenTGN:Match
2013	500903	2013:500903	10558.8175419289	3650.30380067746	20	0.00932939758005307	GenTGN:Match
2014	500903	2014:500903	14257.1481352924	2208.07661957041	19	4.48286103610086e-06	GenTGN:Match
2015	500903	2015:500903	12923.0625121205	2205.24952297623	19	1.50269165672282e-05	GenTGN:Match
2016	500903	2016:500903	11999.844250569	2105.04958643243	20	1.70507199261123e-05	GenTGN:Match
2011	601756	2011:601756	14302.5097133059	3364.48679811503	12	0.00136339588167206	TaxonKey:Match
2012	601756	2012:601756	13251.0665132023	3397.71702880056	11	0.00296105059121005	TaxonKey:Match
2013	601756	2013:601756	10558.8175419289	3650.30380067746	20	0.00932939758005307	GenTGN:Match
2014	601756	2014:601756	13624.7147093683	3095.93981570054	12	0.0010617295734896	TaxonKey:Match
2015	601756	2015:601756	12467.0633522764	3281.83369670328	12	0.00294935322111726	TaxonKey:Match
2016	601756	2016:601756	11021.3409877483	2951.16123415961	12	0.003297112382085	TaxonKey:Match
2011	590082	2011:590082	14508.8239758825	1759.21998077352	45	1.7856091105036e-10	FamTGN:Match
2012	590082	2012:590082	12671.6711665718	1464.439704424	46	3.94259722871594e-11	FamTGN:Match
2013	590082	2013:590082	11823.6618620607	2444.77251701721	51	1.30490390992671e-05	FamTGN:Match
2014	590082	2014:590082	14816.600168205	1570.64462709461	49	1.64974784083364e-12	FamTGN:Match
2015	590082	2015:590082	39638.0428077411	2167.57949651252	12	1.39368818617705e-09	GenTGN:Match
2016	590082	2016:590082	29560.3780928814	7975.59795925942	11	0.00406568383534657	GenTGN:Match
2011	601340	2011:601340	3717.3611827193	894.339947139821	10	0.00246032952518338	TaxonKey:Match
2012	601340	2012:601340	2544.63626322201	769.503533996027	10	0.00912957356096239	TaxonKey:Match
2013	601340	2013:601340	2259.2226609074	843.271420266762	27	0.0126310337705149	Gen:Match
2014	601340	2014:601340	2061.51869568006	589.49834987181	12	0.00499596430070723	TaxonKey:Match
2015	601340	2015:601340	2379.24404198927	740.890690864954	12	0.00828591119217671	TaxonKey:Match
2016	601340	2016:601340	2299.84637226636	733.291200915887	13	0.00859019797269965	TaxonKey:Match
2011	500108	2011:500108	2481.33605658246	435.03630583768	15	5.44969760435414e-05	TaxonKey:Match
2012	500108	2012:500108	2206.24130856285	371.922628960371	15	3.659676906339e-05	TaxonKey:Match
2013	500108	2013:500108	2166.73539667334	552.905775063423	14	0.00176234482453868	TaxonKey:Match
2014	500108	2014:500108	2078.88365455852	446.168737944165	15	0.000368448424774188	TaxonKey:Match
2015	500108	2015:500108	2208.99893737668	476.310497453854	16	0.000321994699494695	TaxonKey:Match
2016	500108	2016:500108	1855.91757138992	575.527249067181	15	0.00611242482975905	TaxonKey:Match
2011	608924	2011:608924	2867.21536819383	248.373961135253	38	7.96326888995311e-14	GenTGN:Match
2012	608924	2012:608924	2635.5217208087	250.708697242661	35	3.19585697126942e-12	GenTGN:Match
2013	608924	2013:608924	2821.92915810137	304.907010402409	38	3.623884669867e-11	GenTGN:Match
2014	608924	2014:608924	2664.84259636782	316.937985614741	40	2.72519285161185e-10	GenTGN:Match
2015	608924	2015:608924	2842.96814851811	289.580228000838	47	7.28638828759067e-13	GenTGN:Match
2016	608924	2016:608924	2877.87076913383	342.832142687249	48	6.60969931966092e-11	GenTGN:Match
2011	604552	2011:604552	2980.48330269864	270.189584894855	23	1.96696659310313e-10	GenTGN:Match
2012	604552	2012:604552	2943.57504046898	264.549441700801	21	5.10449984597886e-10	GenTGN:Match
2013	604552	2013:604552	3008.46099202378	293.963200507045	22	1.28987013322744e-09	GenTGN:Match
2014	604552	2014:604552	3042.53931743199	310.479428868911	22	2.75897099438774e-09	GenTGN:Match
2015	604552	2015:604552	2980.27461698479	316.312893184316	22	5.43901232623652e-09	GenTGN:Match
2016	604552	2016:604552	3405.12777446808	237.439294315225	10	1.66542990565059e-07	TaxonKey:Match
2011	602059	2011:602059	2743.95311902948	384.304068118299	14	7.58826983714488e-06	TaxonKey:Match
2012	602059	2012:602059	2776.80849131441	381.608898395885	13	9.78440284136379e-06	TaxonKey:Match
2013	602059	2013:602059	2780.22183507311	421.375938660623	13	2.54529257290726e-05	TaxonKey:Match
2014	602059	2014:602059	2712.50940528058	395.637448291011	13	1.75707159009057e-05	TaxonKey:Match
2015	602059	2015:602059	2796.02940289452	485.447902235104	13	9.02514151704386e-05	TaxonKey:Match
2016	602059	2016:602059	2876.59720309487	341.112456643991	14	1.249871506331e-06	TaxonKey:Match
2011	604329	2011:604329	2867.21536819383	248.373961135253	38	7.96326888995311e-14	GenTGN:Match
2012	604329	2012:604329	2635.5217208087	250.708697242661	35	3.19585697126942e-12	GenTGN:Match
2013	604329	2013:604329	2821.92915810137	304.907010402409	38	3.623884669867e-11	GenTGN:Match
2014	604329	2014:604329	2664.84259636782	316.937985614741	40	2.72519285161185e-10	GenTGN:Match
2015	604329	2015:604329	2934.81438780797	378.560553939326	10	2.84250987407662e-05	TaxonKey:Match
2016	604329	2016:604329	3399.03766052418	366.132525469421	10	6.61942551458582e-06	TaxonKey:Match
2011	607617	2011:607617	2867.21536819383	248.373961135253	38	7.96326888995311e-14	GenTGN:Match
2012	607617	2012:607617	2635.5217208087	250.708697242661	35	3.19585697126942e-12	GenTGN:Match
2013	607617	2013:607617	2821.92915810137	304.907010402409	38	3.623884669867e-11	GenTGN:Match
2014	607617	2014:607617	2664.84259636782	316.937985614741	40	2.72519285161185e-10	GenTGN:Match
2015	607617	2015:607617	2842.96814851811	289.580228000838	47	7.28638828759067e-13	GenTGN:Match
2016	607617	2016:607617	2877.87076913383	342.832142687249	48	6.60969931966092e-11	GenTGN:Match
2011	400019	2011:400019	2355.88498213781	172.263305015676	74	7.95690308983222e-22	FamTGN:Match
2012	400019	2012:400019	1920.05718131842	159.327947021899	69	1.54655130126742e-18	FamTGN:Match
2013	400019	2013:400019	2224.77669676111	191.665244732322	71	5.6518570613349e-18	FamTGN:Match
2014	400019	2014:400019	2273.79088456334	225.314844878837	69	3.75819921516867e-15	FamTGN:Match
2015	400019	2015:400019	2220.79276221517	203.425290122093	70	1.10687994061065e-16	FamTGN:Match
2016	400019	2016:400019	2248.93815084988	203.101209999064	75	2.3071869871555e-17	FamTGN:Match
2011	501940	2011:501940	1238.55116963407	241.949209406104	21	5.23067036587175e-05	GenTGN:Match
2012	501940	2012:501940	1051.71716533595	206.668779000508	18	9.10173263469823e-05	GenTGN:Match
2013	501940	2013:501940	1200.73827630425	156.208432377039	21	2.14843296219727e-07	GenTGN:Match
2014	501940	2014:501940	1174.7707554097	206.404963476692	23	1.00539548496926e-05	GenTGN:Match
2015	501940	2015:501940	1339.02704455754	187.998323114602	20	8.99711342994434e-07	GenTGN:Match
2016	501940	2016:501940	1270.5626433236	239.555883446415	20	4.05156655534051e-05	GenTGN:Match
2011	600204	2011:600204	3869.72845653547	1166.73451983903	12	0.00687117711957688	TaxonKey:Match
2012	600204	2012:600204	3398.0358001248	1113.95355808535	11	0.0122427563419876	TaxonKey:Match
2013	600204	2013:600204	3578.81553671005	1160.46888086738	11	0.0115627745598783	TaxonKey:Match
2014	600204	2014:600204	3520.87324474052	1016.25250312544	11	0.00607612834070489	TaxonKey:Match
2015	600204	2015:600204	3808.0334843966	1143.45934896298	11	0.00761434095255343	TaxonKey:Match
2016	600204	2016:600204	3945.09141954823	1250.1609674314	11	0.0102338988528881	TaxonKey:Match
2011	600118	2011:600118	2076.72078576438	368.380054635533	23	1.14285224448192e-05	TaxonKey:Match
2012	600118	2012:600118	2141.47872489033	361.77895196809	24	4.92404875298678e-06	TaxonKey:Match
2013	600118	2013:600118	1972.64002975092	367.87101933483	23	2.20120717482522e-05	TaxonKey:Match
2014	600118	2014:600118	1921.15630838925	351.330082798701	23	1.70887023124043e-05	TaxonKey:Match
2015	600118	2015:600118	1865.91512574496	340.298903517819	24	1.41850920134132e-05	TaxonKey:Match
2016	600118	2016:600118	1913.25015021742	381.740011544995	21	6.68732297618933e-05	TaxonKey:Match
2011	400416	2011:400416	2254.41189889729	189.119685420665	106	3.11997119821047e-21	FamTGN:Match
2012	400416	2012:400416	1920.72278182596	170.992692123673	113	4.5814024718357e-20	FamTGN:Match
2013	400416	2013:400416	2302.64769597344	190.064593314923	117	2.48343219036395e-22	FamTGN:Match
2014	400416	2014:400416	2221.02835103139	178.615694237214	122	2.24933610756455e-23	FamTGN:Match
2015	400416	2015:400416	2339.72626159971	189.830624388025	122	4.10257709769058e-23	FamTGN:Match
2016	400416	2016:400416	2307.99338910956	205.178487169568	121	1.74295310249467e-20	FamTGN:Match
2011	500134	2011:500134	8141.83469922402	2040.68128384987	13	0.00179445755136788	Gen:Match
2012	500134	2012:500134	6980.43983741833	2106.22685000995	11	0.00782376892174839	Gen:Match
2013	500134	2013:500134	7545.22931448432	1648.93492804477	11	0.00101713088154577	GenTGN:Match
2014	500134	2014:500134	6743.09722863374	1468.82782316882	11	0.000994028027907354	GenTGN:Match
2015	500134	2015:500134	6943.49908078105	1223.87590832151	12	0.000143745499483937	GenTGN:Match
2016	500134	2016:500134	5984.69413975146	1287.30211904681	12	0.00070620600415647	GenTGN:Match
2011	500814	2011:500814	1693.30444470531	340.380443735261	14	0.000254053026639171	GenTGN:Match
2012	500814	2012:500814	1381.88586123163	247.025367093375	14	8.71118834488793e-05	GenTGN:Match
2013	500814	2013:500814	1370.46498925112	307.170637991001	15	0.000537330415044183	GenTGN:Match
2014	500814	2014:500814	1307.13663454576	261.777545606104	16	0.000160436050266949	GenTGN:Match
2015	500814	2015:500814	1222.6821564197	234.945274719028	17	8.69145676829629e-05	GenTGN:Match
2016	500814	2016:500814	1270.48244884761	254.220180432566	16	0.000159117875704312	GenTGN:Match
2011	600854	2011:600854	1688.29558228896	289.171316318368	17	2.51828326786078e-05	Gen:Match
2012	600854	2012:600854	1385.99421670517	217.429781175393	16	1.24890282802589e-05	Gen:Match
2013	600854	2013:600854	1612.14339051352	321.766864149193	21	6.71249646678819e-05	Gen:Match
2014	600854	2014:600854	1608.61007063917	309.165029391422	22	3.71635710098445e-05	Gen:Match
2015	600854	2015:600854	1446.44884325272	256.996623278137	25	8.55559409217578e-06	Gen:Match
2016	600854	2016:600854	1462.4697608846	258.07870102701	24	9.06685381724009e-06	Gen:Match
2011	490040	2011:490040	10090.7316441814	3039.98285706259	12	0.00683931385483826	FamTGN:Match
2012	490040	2012:490040	13805.6048050011	3598.83966521452	12	0.00276496826411991	FamTGN:Match
2013	490040	2013:490040	10978.6416152327	2513.1711327308	12	0.0011204417090388	FamTGN:Match
2014	490040	2014:490040	12588.0046630565	2671.01738692074	14	0.000405725631598152	FamTGN:Match
2015	490040	2015:490040	9722.30736685305	2875.81818264327	12	0.00613485720071145	FamTGN:Match
2016	490040	2016:490040	12460.9001562388	2824.99541039978	13	0.000848947079598797	FamTGN:Match
